payroll_employment_fte,payroll_employment_contract,payroll_employment_weeklyHours,id,address_siteState,work_site,work_startDate,work_tenureYears,work_isManager,work_yearsOfService,internal_status,active,fullName,displayName,work_department,eeo_ethnicity,employee_jobLevelId,personal_age,personal_birthDate,personal_nationality,home_legalGender,personal_pronouns,about_superpowers,about_hobbies,home_numberofkids,work_title,about_foodPreferences,internal_probationEndDate,internal_terminationReason,internal_terminationDate,internal_terminationType,humanReadable_payroll_timeSinceLastSalaryChange,timeOffRequest_type,timeOffBalance_totalTaken,peopleanalytics_teamsizeriskindicator,peopleanalytics_numwithsametitleriskindicator,peopleanalytics_yearswithrecentsalaryriskindicator,peopleanalytics_yearswithcurrenttitleriskindicator,peopleanalytics_kidsriskindicator,peopleanalytics_timeofffrequencyriskindicator,peopleanalytics_tenurerankriskindicator,peopleanalytics_ismanagerriskindicator,peopleanalytics_numofdirectreportsriskindicator,peopleanalytics_teamrecentturnoverriskindicator,peopleanalytics_ageriskindicator,peopleanalytics_recentmanagerchangeriskindicator,peopleanalytics_managertenureriskindicator,peopleanalytics_lowriskcounter,peopleanalytics_someriskcounter,peopleanalytics_atriskcounter,payroll_salary_monthlyPayment,payroll_salary_yearlyPayment,financial_bankName,payroll_salary_payFrequency,employeeNumber,Bonus_amount_value,variable_Bonus_amount,Commission_amount_value,executiveBonus_amount_value,lunchVouchers_amount_value,cycleToWork_amount_value,childcareVouchers_amount_value,deduction_seasonTicketLoans_amount,deduction_companyCar_amount,work_manager
1.0,Full-Time,31.427977172041054,3427856486779322368,Karnataka,Bengaluru,2024-08-05,0,False,8,Active,True,test aquera,test aquera,UI/UX,African American,L1,29,1995-01-12,USA,Female,She/Her,"coffee, fitness, cooking",,0.0,Junior UX Designer,Vegan,2025-02-03,Unknown,,,0.0,Paid Leave,28.0,100.0,100.0,10.0,10.0,10.0,10.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,4.0,1.0,8.0,23500,282000,Standard Chartered,monthly,EMP5604,23500.0,28200.0,0.0,0.0,1200.0,0.0,0.0,2000.0,0.0,Jason Todd
1.0,Full-Time,34.5855925938413,3427861623560208896,Haryana,Gurgaon,2024-01-19,1,False,2,Active,True,prod tt test,prod tt test,UI/UX,White,L3,24,2000-04-07,USA,Female,She/Her,"theatres and movies, travelling",,0.0,UX Designer,Any,2024-07-19,Unknown,,,1.0,Paid Leave,30.0,100.0,100.0,50.0,50.0,10.0,10.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,2.0,3.0,8.0,18000,216000,Standard Chartered,monthly,EMP815,18000.0,21600.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Barabara Gordon
1.0,Full-Time,44.12827688305298,3427913325411828224,Karnataka,Bengaluru,2015-02-20,10,True,10,Active,True,Pamala Gibbons,Pamala Gibbons,Human Resources,White,L6,32,1992-09-08,Canada,Female,She/Her,"craft beer, chess",,2.0,HR Director,Vegetarian,2015-08-21,Unknown,,,0.0,Paid Leave,33.0,10.0,10.0,10.0,10.0,100.0,50.0,10.0,10.0,10.0,100.0,50.0,10.0,10.0,9.0,2.0,2.0,55000,660000,HSBC,monthly,EMP8518,55000.0,66000.0,26400.0,39600.0,1200.0,0.0,4000.0,0.0,0.0,Joe Karr
1.0,Full-Time,40.019185718314,3428598805623211008,Karnataka,Bengaluru,2014-11-20,10,True,11,Active,True,Patrick Kirby,Patrick Kirby,IT,White,L5,33,1991-07-04,UK,Male,He/Him,"sports entertainment, football",,0.0,IT Manager,Any,2015-05-21,Unknown,,,0.0,Paid Leave,35.0,50.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,7.0,5.0,1.0,54500,654000,HSBC,monthly,EMP1640,54500.0,65400.0,26160.0,39240.0,1200.0,0.0,0.0,1000.0,3000.0,Hal Jordan
1.0,Full-Time,37.33606579966873,3429924030507909632,Karnataka,Bengaluru,2015-05-01,9,True,12,Active,True,Laura Bieber,Laura Bieber,IT,White,L6,34,1990-09-09,USA,Female,She/Her,"travelling, chess, sports entertainment",,2.0,Senior IT Manager,Any,2015-10-30,Unknown,,,0.0,Paid Leave,28.0,50.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,7.0,4.0,2.0,57500,690000,HSBC,monthly,EMP1861,57500.0,69000.0,27600.0,41400.0,1200.0,600.0,4000.0,0.0,0.0,Guy Gardner
1.0,Full-Time,40.39274065726749,3429928477376119296,Haryana,Gurgaon,2013-11-01,11,True,16,Active,True,Darren Lavery,Darren Lavery,Machine Learning,African American,L6,39,1985-06-06,USA,Female,She/Her,"coffee, fitness, cooking",,1.0,Principal Data Scientist,Any,2014-05-02,Unknown,,,3.0,Paid Leave,32.0,50.0,10.0,100.0,100.0,50.0,50.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,6.0,4.0,3.0,68500,822000,HSBC,monthly,EMP8516,68500.0,82200.0,32880.0,49320.0,1200.0,600.0,2000.0,1000.0,0.0,Cassandra Cain
1.0,Full-Time,33.56554542186931,3429932459003740672,Karnataka,Bengaluru,2023-08-01,1,False,3,Active,True,Mason Clark,Mason Clark,UI/UX,White,L1,27,1997-03-16,UK,Male,He/Him,"football, blogging",,1.0,Junior UX Designer,Any,2024-01-30,Unknown,,,1.0,Sick Leave,47.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,4.0,9.0,15000,180000,Standard Chartered,monthly,EMP5021,15000.0,18000.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Tim Drake
1.0,Full-Time,31.464649133010408,3430006591624053760,Karnataka,Bengaluru,2024-01-19,1,False,1,Active,True,Niall Bieber,Niall Bieber,UI/UX,White,L2,24,2000-08-30,Canada,Female,She/Her,"football, blogging",,1.0,Frontend Developer,Any,2024-07-19,Unknown,,,1.0,Paid Leave,33.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,6.0,7.0,13500,162000,Standard Chartered,monthly,EMP5530,13500.0,16200.0,0.0,0.0,1200.0,0.0,2000.0,0.0,0.0,Barabara Gordon
1.0,Full-Time,33.04688159219488,3430011028543374336,Karnataka,Bengaluru,2024-01-19,1,False,1,Active,True,Anna Logen,Anna Logen,Platform,White,L3,25,1999-07-31,Canada,Female,She/Her,"coffee, fitness, cooking",,2.0,Backend Developer,Any,2024-07-19,Unknown,,,1.0,Paid Leave,31.0,100.0,50.0,50.0,50.0,100.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,5.0,8.0,16000,192000,Standard Chartered,monthly,EMP7161,16000.0,19200.0,0.0,0.0,1200.0,0.0,4000.0,0.0,3000.0,Duke Thomas
1.0,Full-Time,35.29425558186275,3430111519696748544,Karnataka,Bengaluru,2024-01-01,1,False,8,Active,True,Phillip Chase,Phillip Chase,Platform,White,L1,32,1992-11-05,UK,Male,He/Him,"theatres and movies, travelling",,0.0,Junior Backend Developer,Any,2024-07-01,Unknown,,,1.0,Sick Leave,47.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,1.0,4.0,8.0,25000,300000,Standard Chartered,monthly,EMP6341,25000.0,30000.0,0.0,0.0,1200.0,600.0,0.0,0.0,0.0,Connor Hawke
1.0,Full-Time,42.309752822656876,3430645778580767232,West Bengal,Kolkata,2015-02-16,10,True,12,Active,True,Sandra Clark,Sandra Clark,Customer Service,White,L5,34,1990-06-02,UK,Male,He/Him,"fitness, coffee, football",,2.0,Team Lead,Any,2015-08-17,Unknown,,,2.0,Paid Leave,27.0,50.0,10.0,100.0,100.0,100.0,10.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,7.0,2.0,4.0,56500,678000,HSBC,monthly,EMP318,56500.0,67800.0,27120.0,40680.0,1200.0,0.0,4000.0,1000.0,0.0,Selina Kyle
1.0,Full-Time,44.188723634853325,3430646716670411264,Haryana,Gurgaon,2014-02-12,11,True,16,Active,True,Niall Tullin,Niall Tullin,Platform,Hispanic,L3,39,1985-07-30,Mexico,Male,He/Him,"sports entertainment, cooking, blogging",,2.0,Backend Developer,Any,2014-08-13,Unknown,,,3.0,Paid Leave,29.0,100.0,50.0,100.0,100.0,100.0,10.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,4.0,1.0,8.0,61000,732000,HSBC,monthly,EMP4050,61000.0,73200.0,0.0,0.0,1200.0,0.0,4000.0,0.0,3000.0,Roy Harper
1.0,Full-Time,46.9137076595592,3430651156156645888,West Bengal,Kolkata,2014-12-01,10,True,11,Active,True,Morgan Indrakanti,Morgan Indrakanti,IT,Hispanic,L3,35,1989-11-27,Mexico,Male,He/Him,"craft beer, chess",,0.0,Network Engineer,Any,2015-06-01,Unknown,,,3.0,Paid Leave,34.0,50.0,50.0,100.0,100.0,10.0,50.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,4.0,6.0,3.0,49500,594000,HSBC,monthly,EMP4801,49500.0,59400.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Guy Gardner
1.0,Full-Time,40.2997732658508,3430676360652128768,West Bengal,Kolkata,2013-11-01,11,True,14,Active,True,Ralph Atkinson,Ralph Atkinson,IT,White,L4,36,1988-06-19,Canada,Female,She/Her,"travelling, chess, sports entertainment",,2.0,Site Reliability Engineer,Any,2014-05-02,Unknown,,,0.0,Paid Leave,32.0,50.0,10.0,10.0,10.0,100.0,50.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,6.0,5.0,2.0,59500,714000,HSBC,monthly,EMP1356,59500.0,71400.0,0.0,0.0,1200.0,600.0,4000.0,0.0,0.0,Hal Jordan
1.0,Full-Time,35.061984748763585,3430725547875893248,West Bengal,Kolkata,2023-08-17,1,False,3,Active,True,Aquera Test Manager,Aquera Test Manager,Sales,White,L1,24,2000-08-23,Canada,Female,She/Her,"coffee, fitness, cooking",,1.0,Sales Associate,Any,2024-02-15,Unknown,,,1.0,Paid Leave,34.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,2.0,8.0,3.0,15000,180000,Standard Chartered,monthly,EMP7789,15000.0,14400.0,3600.0,0.0,1200.0,0.0,2000.0,1000.0,0.0,Renee Montoya
1.0,Full-Time,35.761313228357366,3430725649176723456,Haryana,Gurgaon,2023-11-17,1,True,8,Active,True,AqueraTest Manager User,AqueraTest Manager User,Marketing,White,L6,32,1992-04-19,USA,Male,He/Him,"theatres and movies, travelling",,0.0,Senior Marketing Manager,Vegetarian,2024-05-17,Unknown,,,1.0,Sick Leave,44.0,50.0,10.0,50.0,50.0,10.0,100.0,100.0,10.0,50.0,100.0,50.0,50.0,50.0,3.0,7.0,3.0,37500,450000,Standard Chartered,monthly,EMP2920,37500.0,45000.0,18000.0,27000.0,1200.0,600.0,0.0,1000.0,0.0,Harleen Quinnzel
1.0,Full-Time,40.50757923685502,3430728737501478912,Karnataka,Bengaluru,2023-01-01,2,False,2,Active,True,sri ram,sri ram,UI/UX,White,L1,24,2000-08-23,Canada,Female,She/Her,"football, blogging",,1.0,Junior UX Designer,Any,2023-07-02,Unknown,,,2.0,Sick Leave,47.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0,10.0,14500,174000,ICICI,monthly,EMP2285,14500.0,17400.0,0.0,0.0,1200.0,600.0,2000.0,1000.0,0.0,Jason Todd
1.0,Full-Time,44.23078414944469,3430763938650784256,Karnataka,Bengaluru,2019-02-02,6,True,13,Active,True,Ammy Brown,Ammy Brown,Human Resources,White,L5,37,1987-09-28,USA,Male,He/Him,"theatres and movies, travelling",,0.0,HR Manager,Any,2019-08-03,Unknown,,,0.0,Sick Leave,46.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,11.0,0.0,2.0,52500,630000,HSBC,monthly,EMP3507,52500.0,63000.0,25200.0,37800.0,1200.0,600.0,0.0,1000.0,0.0,Joe Karr
1.0,Full-Time,39.844985356683615,3430764025909084672,Haryana,Gurgaon,2019-02-02,6,False,12,Active,True,Joy may Marie,Joy8 Marie8,Customer Service,White,L1,34,1990-02-20,Canada,Female,She/Her,"craft beer, blogging","pilates,yoga,craft beer",1.0,Customer Service Associate,Any,2019-08-03,Unknown,,,0.0,Paid Leave,31.0,50.0,50.0,10.0,10.0,50.0,50.0,10.0,50.0,50.0,100.0,10.0,10.0,10.0,6.0,6.0,1.0,40500,486000,HSBC,monthly,EMP8690,40500.0,48600.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Zatanna Zatara
1.0,Full-Time,33.75361061303441,3430808982799778304,Karnataka,Bengaluru,2023-08-17,1,False,1,Active,True,Aquera Test Manager,Aquera Test Manager,Customer Service,White,L1,24,2000-08-06,UK,Female,She/Her,"craft beer, chess",,0.0,Customer Service Associate,Vegetarian,2024-02-15,Unknown,,,1.0,Sick Leave,45.0,50.0,50.0,50.0,50.0,10.0,100.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,6.0,4.0,11000,132000,Standard Chartered,monthly,EMP8156,11000.0,13200.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Zatanna Zatara
1.0,Full-Time,31.235668021214146,3430809066618749440,Karnataka,Bengaluru,2023-11-17,1,False,2,Active,True,AqueraTest Manager User,AqueraTest Manager User,Sales,African American,L1,23,2001-10-03,USA,Male,He/Him,"theatres and movies, travelling",,0.0,Sales Associate,Any,2024-05-17,Unknown,,,1.0,Bereavement Leave,44.0,50.0,50.0,50.0,50.0,10.0,100.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,6.0,4.0,13000,156000,Standard Chartered,monthly,EMP7818,13000.0,12480.0,3120.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Harvey Bullock
1.0,Full-Time,43.55233645919035,3430812034382430720,West Bengal,Kolkata,2023-01-01,2,False,8,Active,True,sri ram,sri ram,Platform,White,L1,29,1995-01-09,Canada,Male,He/Him,"craft beer, chess",,0.0,Junior Backend Developer,Any,2023-07-02,Unknown,,,2.0,Paid Leave,34.0,100.0,100.0,100.0,100.0,10.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,9.0,26500,318000,ICICI,monthly,EMP1542,26500.0,31800.0,0.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Connor Hawke
1.0,Full-Time,30.024266042757105,3430818442842735104,Karnataka,Bengaluru,2024-01-19,1,True,9,Active,True,Darren Logen,Darren Logen,IT,African American,L5,30,1994-06-23,USA,Female,She/Her,"travelling, chess, sports entertainment",,0.0,IT Manager,Any,2024-07-19,Unknown,,,1.0,Sick Leave,50.0,50.0,10.0,50.0,50.0,10.0,100.0,100.0,10.0,50.0,100.0,50.0,50.0,50.0,3.0,7.0,3.0,37000,444000,Standard Chartered,monthly,EMP5788,37000.0,44400.0,17760.0,26640.0,1200.0,600.0,0.0,1000.0,0.0,Jon Stewart
1.0,Full-Time,30.7709665636353,3432870637180289536,West Bengal,Kolkata,2023-08-17,1,False,7,Active,True,Aquera Test Manager,Aquera Test Manager,Sales,White,L3,29,1995-12-23,Canada,Female,She/Her,"fitness, coffee, football",,2.0,Sales Executive,Vegetarian,2024-02-15,Unknown,,,1.0,Sick Leave,44.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,2.0,6.0,5.0,28000,336000,Standard Chartered,monthly,EMP3448,28000.0,26880.0,6720.0,0.0,1200.0,0.0,4000.0,0.0,3000.0,Renee Montoya
1.0,Full-Time,34.797992075330164,3432870712291885568,West Bengal,Kolkata,2023-11-17,1,False,4,Active,True,AqueraTest Manager User,AqueraTest Manager User,Platform,White,L1,25,1999-11-24,Canada,Female,She/Her,"fitness, coffee, football",,1.0,Junior Backend Developer,Any,2024-05-17,Unknown,,,1.0,Paid Leave,29.0,100.0,100.0,50.0,50.0,50.0,10.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,17000,204000,Standard Chartered,monthly,EMP9903,17000.0,20400.0,0.0,0.0,1200.0,0.0,2000.0,1000.0,3000.0,Duke Thomas
1.0,Full-Time,47.54203856905252,3432873802621518336,West Bengal,Kolkata,2023-01-01,2,False,6,Active,True,sri ram,sri ram,Marketing,White,L2,29,1995-02-10,USA,Male,He/Him,"theatres and movies, travelling",,0.0,Marketing Associate,Any,2023-07-02,Unknown,,,2.0,Paid Leave,30.0,50.0,10.0,100.0,100.0,10.0,10.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,3.0,6.0,4.0,25000,300000,ICICI,monthly,EMP8652,25000.0,24000.0,6000.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Pamela Isley
1.0,Full-Time,41.03568206759629,3432876083567919616,Karnataka,Bengaluru,2014-11-20,10,True,17,Active,True,Summer Laurence,Summer Laurence,Machine Learning,White,L5,39,1985-03-22,UK,Male,He/Him,"football, blogging",,0.0,Senior Data Scientist,Any,2015-05-21,Unknown,,,3.0,Paid Leave,36.0,50.0,10.0,100.0,100.0,10.0,50.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,7.0,3.0,3.0,66500,798000,HSBC,monthly,EMP9640,66500.0,79800.0,31920.0,47880.0,1200.0,0.0,0.0,1000.0,0.0,Stephanie Brown
0.5,Part-Time,20.0,3432938954012230144,Karnataka,Bengaluru,2023-08-17,1,False,4,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,White,L1,25,1999-03-19,USA,Male,He/Him,"sports entertainment, cooking, blogging",,0.0,Junior UX Designer,Vegetarian,2024-02-15,Unknown,,,1.0,Sick Leave,47.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,9.0,17000,204000,Standard Chartered,bi-weekly,EMP310,17000.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Tim Drake
1.0,Full-Time,35.74444020511582,3432939043325739520,West Bengal,Kolkata,2023-11-17,1,False,5,Active,True,AqueraTest Manager User,AqueraTest Manager User,Marketing,African American,L3,26,1998-10-10,USA,Female,She/Her,"coffee, fitness, cooking",,0.0,Marketing Analyst,Any,2024-05-17,Unknown,,,1.0,Paid Leave,35.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,9.0,3.0,24000,288000,Standard Chartered,monthly,EMP826,24000.0,23040.0,5760.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Harvey Dent
1.0,Full-Time,46.3184852157292,3432941784940937728,Karnataka,Bengaluru,2023-01-01,2,False,4,Active,True,sri ram,sri ram,Finance & Admin,Hispanic,L1,25,1999-04-16,USA,Female,She/Her,"fitness, coffee, football",,2.0,Accounts Associate,Any,2023-07-02,Unknown,,,2.0,Sick Leave,50.0,10.0,50.0,100.0,100.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,50.0,2.0,5.0,6.0,18500,222000,ICICI,monthly,EMP6706,18500.0,22200.0,0.0,0.0,1200.0,0.0,4000.0,1000.0,0.0,Oswald Cobblepot
1.0,Full-Time,40.294550472483266,3432974240314294784,Karnataka,Bengaluru,2013-11-01,11,True,17,Active,True,Anna Reed,Anna Reed,Platform,White,L6,41,1983-06-07,Canada,Male,He/Him,"coffee, fitness, cooking",,2.0,Platform Director,Vegetarian,2014-05-02,Unknown,,,0.0,Sick Leave,50.0,100.0,10.0,10.0,10.0,100.0,100.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,6.0,0.0,7.0,70500,846000,HSBC,monthly,EMP858,70500.0,84600.0,33840.0,50760.0,1200.0,0.0,4000.0,0.0,3000.0,Connor Hawke
1.0,Full-Time,31.052083413619343,3434404634452558336,Karnataka,Bengaluru,2024-01-19,1,False,1,Active,True,Morgan Hirst,Morgan Hirst,Sales,White,L3,24,2000-04-10,UK,Male,He/Him,"chess, football",,0.0,Sales Executive,Vegetarian,2024-07-19,Unknown,,,1.0,Sick Leave,42.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,7.0,3.0,16000,192000,Standard Chartered,monthly,EMP4452,16000.0,15360.0,3840.0,0.0,1200.0,0.0,0.0,0.0,0.0,Renee Montoya
1.0,Full-Time,47.93886021449782,3438596516560765440,Karnataka,Bengaluru,2014-02-12,11,True,13,Active,True,Ryan Blackburn,Ryan Blackburn,Finance & Admin,White,L5,34,1990-09-10,Canada,Female,She/Her,"craft beer, chess",,0.0,Finance Manager,Any,2014-08-13,Unknown,,,0.0,Paid Leave,33.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,100.0,10.0,50.0,50.0,9.0,3.0,1.0,60000,720000,HSBC,monthly,EMP9676,60000.0,72000.0,28800.0,43200.0,1200.0,0.0,0.0,1000.0,3000.0,Oswald Cobblepot
1.0,Full-Time,36.87511089717785,3438604469103755776,Karnataka,Bengaluru,2015-03-14,10,True,18,Active,True,Owen Bieber,Owen Bieber,Human Resources,African American,L3,41,1983-06-29,USA,Female,She/Her,"fitness, coffee, football",,1.0,HR Generalist,Any,2015-09-12,Unknown,,,2.0,Maternity Leave,180.0,10.0,10.0,100.0,100.0,50.0,50.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,8.0,2.0,3.0,63500,762000,HSBC,monthly,EMP6491,63500.0,76200.0,0.0,0.0,1200.0,0.0,2000.0,0.0,3000.0,Joe Karr
1.0,Full-Time,43.725502575499924,3438605512319435264,Karnataka,Bengaluru,2015-02-16,10,True,19,Active,True,Anna Indrakanti,Anna Indrakanti,Machine Learning,African American,L5,40,1984-12-30,USA,Male,He/Him,"coffee, fitness, cooking",,1.0,Senior Data Scientist,Vegan,2015-08-17,Unknown,,,0.0,Paid Leave,34.0,50.0,10.0,10.0,10.0,50.0,50.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,8.0,4.0,1.0,70500,846000,HSBC,monthly,EMP8932,70500.0,84600.0,33840.0,50760.0,1200.0,600.0,2000.0,0.0,0.0,Cassandra Cain
1.0,Full-Time,38.5664167733881,3438609849322045952,Karnataka,Bengaluru,2014-02-02,11,True,20,Active,True,Alan Hopkins,Alan Hopkins,Human Resources,White,L5,44,1980-05-15,UK,Male,He/Him,"coffee, fitness, cooking",,1.0,HR Manager,Any,2014-08-03,Unknown,,,0.0,Paid Leave,29.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,11.0,1.0,1.0,74000,888000,HSBC,monthly,EMP3609,74000.0,88800.0,35520.0,53280.0,1200.0,0.0,2000.0,1000.0,0.0,Joe Karr
1.0,Full-Time,32.35121092064982,3438612837000282624,Haryana,Gurgaon,2023-08-01,1,False,6,Active,True,Aadhya Kirby,Aadhya Kirby,Platform,White,L2,30,1994-11-16,Canada,Male,He/Him,"football, blogging",,1.0,Platform Engineer,Any,2024-01-30,Unknown,,,1.0,Maternity Leave,198.0,100.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,0.0,7.0,6.0,23500,282000,Standard Chartered,monthly,EMP7980,23500.0,28200.0,0.0,0.0,1200.0,0.0,2000.0,2000.0,0.0,Duke Thomas
1.0,Full-Time,44.07621223512691,3438613575810155008,Karnataka,Bengaluru,2015-02-10,10,True,14,Active,True,Alan Blackburn,Alan Blackburn,Finance & Admin,White,L6,37,1987-05-21,USA,Male,He/Him,"coffee, fitness, cooking",,0.0,Senior Finance Manager,Vegetarian,2015-08-11,Unknown,,,0.0,Sick Leave,45.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,100.0,10.0,50.0,50.0,9.0,2.0,2.0,63000,756000,HSBC,monthly,EMP4794,63000.0,75600.0,30240.0,45360.0,1200.0,600.0,0.0,0.0,0.0,Oswald Cobblepot
0.5,Part-Time,20.0,3438703228068298752,Karnataka,Bengaluru,2023-08-17,1,False,10,Active,True,Aquera Test Manager,Aquera Test Manager,IT,Hispanic,L3,34,1990-04-20,Mexico,Male,He/Him,"chess, football",,0.0,Network Engineer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,31.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,10.0,50.0,50.0,2.0,9.0,2.0,34000,408000,Standard Chartered,bi-weekly,EMP6849,34000.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Hal Jordan
1.0,Full-Time,42.948527169803626,3439433435574174208,Haryana,Gurgaon,2015-02-20,10,True,16,Active,True,Frederick Hall,Frederick Hall,IT,White,L4,38,1986-08-17,UK,Male,He/Him,"travelling, chess, sports entertainment",,0.0,Site Reliability Engineer,Any,2015-08-21,Unknown,,,3.0,Paid Leave,27.0,50.0,10.0,100.0,100.0,10.0,10.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,6.0,4.0,3.0,62000,744000,HSBC,monthly,EMP8853,62000.0,74400.0,0.0,0.0,1200.0,600.0,0.0,0.0,0.0,Hal Jordan
1.0,Full-Time,41.07782160904993,3440221039622095360,Karnataka,Bengaluru,2014-02-02,11,True,13,Active,True,Laura Kirby,Laura Kirby,IT,Asian,L6,36,1988-11-05,India,Female,She/Her,"coffee, fitness, cooking",,1.0,Senior IT Manager,Any,2014-08-03,Unknown,,,0.0,Sick Leave,45.0,50.0,10.0,10.0,10.0,50.0,100.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,6.0,5.0,2.0,62500,750000,HSBC,monthly,EMP4688,62500.0,75000.0,30000.0,45000.0,1200.0,0.0,2000.0,1000.0,3000.0,Jon Stewart
1.0,Full-Time,41.75056914316203,3440228146702451200,Karnataka,Bengaluru,2015-02-05,10,True,14,Active,True,Niall Francis,Niall Francis,Marketing,White,L5,36,1988-01-14,Canada,Female,She/Her,"craft beer, chess",,1.0,Marketing Manager,Any,2015-08-06,Unknown,,,0.0,Maternity Leave,195.0,50.0,10.0,10.0,10.0,50.0,50.0,10.0,10.0,50.0,100.0,10.0,50.0,50.0,6.0,6.0,1.0,60500,726000,HSBC,monthly,EMP1861,60500.0,72600.0,29040.0,43560.0,1200.0,0.0,2000.0,1000.0,0.0,Harvey Dent
1.0,Full-Time,34.78932901298659,3440764316989522944,Haryana,Gurgaon,2024-10-04,0,False,4,Active,True,Aadhya Dale,Aadhya Dale,UI/UX,White,L3,26,1998-05-23,USA,Male,He/Him,"coffee, fitness, cooking",,0.0,UX Designer,Any,2025-04-04,Unknown,,,0.0,Paid Leave,36.0,100.0,100.0,10.0,10.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,3.0,2.0,8.0,20500,246000,Standard Chartered,monthly,EMP9464,20500.0,24600.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Jason Todd
1.0,Full-Time,45.150784100492686,3440765402248905728,Haryana,Gurgaon,2015-02-10,10,True,12,Active,True,Summer Bateson,Summer Bateson,Finance & Admin,African American,L6,33,1991-12-20,USA,Female,She/Her,"craft beer, chess",,1.0,Senior Finance Manager,Any,2015-08-11,Unknown,,,0.0,Paid Leave,34.0,10.0,10.0,10.0,10.0,50.0,50.0,10.0,10.0,10.0,100.0,10.0,50.0,50.0,8.0,4.0,1.0,59000,708000,HSBC,monthly,EMP1515,59000.0,70800.0,28320.0,42480.0,1200.0,0.0,2000.0,1000.0,0.0,Oswald Cobblepot
